"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.log2FC","receptor.log2FC","logfc_comb"
"314","CD8 T","NK","GRN","GRN","TNFRSF1B","TNFRSF1B",-0.194351003315368,0.0159004796816147,-0.0892252618168768
"315","CD8 T","NK","ICAM3","ICAM3","ITGAL","ITGAL",-0.0513798710404622,0.126999503461529,0.0378098162105334
"316","CD8 T","NK","ICAM3","ICAM3","ITGB2","ITGB2",-0.0513798710404622,0.760077974724929,0.354349051842233
"317","CD8 T","NK","LGALS1","LGALS1","PTPRC","PTPRC",-0.29917078648646,0.195883166573532,-0.0516438099564639
"318","CD8 T","NK","TIMP1","TIMP1","CD63","CD63",0.176962889258919,1.00252093172728,0.589741910493098
"319","CD8 T","NK","CLEC2B","CLEC2B","KLRF1","KLRF1",-0.111118288381056,0.541273127756099,0.215077419687522
"320","CD8 T","NK","SELPLG","SELPLG","SELL","SELL",-0.00494629614080205,0.455669420065087,0.225361561962142
"321","CD8 T","NK","HLA-E","HLA-E","KLRD1","KLRD1",0.0269547584743348,0.94682060510541,0.486887681789872
"322","CD8 T","NK","HLA-E","HLA-E","KLRC1","KLRC1",0.0269547584743348,0.597736816851168,0.312345787662752
"323","CD8 T","NK","ICAM2","ICAM2","ITGAM","ITGAM",-0.111768845695783,0.158416162847095,0.0233236585756563
"324","CD8 T","NK","LTB","LTB","TNFRSF1A","TNFRSF1A",0.0188026846874971,0.271374425703035,0.145088555195266
"325","CD8 T","NK","CLEC2D","CLEC2D","KLRB1","KLRB1",0.0658005602051796,0.0594933051856916,0.0626469326954356
"326","CD8 T","NK","HLA-B","HLA-B","CANX","CANX",-0.010147026019339,0.0788197257139208,0.0343363498472909
"327","CD8 T","NK","B2M","B2M","HLA-F","HLA-F",0.0236154021853188,-0.072136636936967,-0.0242606173758241
"328","CD8 T","NK","LRPAP1","LRPAP1","SORL1","SORL1",0.0529680224851091,0.0410481764193124,0.0470080994522107
"329","CD8 T","NK","HLA-A","HLA-A","APLP2","APLP2",0.0519604140290837,-0.00780099935822337,0.0220797073354302
"330","CD8 T","NK","HLA-B","HLA-B","KIR3DL2","KIR3DL2",-0.010147026019339,0.20959207302297,0.0997225235018157
"331","CD8 T","NK","HLA-B","HLA-B","KIR2DL3","KIR2DL3",-0.010147026019339,0.317262962155765,0.153557968068213
"332","CD8 T","NK","ICAM2","ICAM2","ITGAL","ITGAL",-0.111768845695783,0.126999503461529,0.00761532888287313
"333","CD8 T","NK","CD59","CD59","CD2","CD2",0.140523766423404,-0.0236472559962139,0.0584382552135953
"334","CD8 T","NK","HLA-B","HLA-B","KLRD1","KLRD1",-0.010147026019339,0.94682060510541,0.468336789543035
"335","CD8 T","NK","ICAM2","ICAM2","ITGB2","ITGB2",-0.111768845695783,0.760077974724929,0.324154564514573
"336","CD8 T","NK","VIM","VIM","CD44","CD44",0.371178619646613,-0.34738292306032,0.0118978482931465
"337","CD8 T","NK","HLA-F","HLA-F","KIR3DL2","KIR3DL2",0.0188815881519753,0.20959207302297,0.114236830587473
"338","CD8 T","NK","CD99","CD99","PILRB","PILRB",0.103114068735549,0.113864059201115,0.108489063968332
"339","CD8 T","NK","PTDSS1","PTDSS1","JMJD6","JMJD6",-0.173849296342255,0.175333436678532,0.000742070168138848
"340","CD8 T","NK","YBX1","YBX1","NOTCH1","NOTCH1",-0.0498876660176442,0.0873202727681717,0.0187163033752638
"341","CD8 T","CD8 T","IFNG","IFNG","IFNGR1","IFNGR1",-0.0603653230137715,0.172020745537124,0.0558277112616763
"342","CD8 T","CD8 T","TGFB1","TGFB1","TGFBR2","TGFBR2",-0.395506646337855,0.180233306405372,-0.107636669966241
"343","CD8 T","CD8 T","IL23A","IL23A","IL12RB1","IL12RB1",0.28563862676133,-0.0756236551354893,0.10500748581292
"344","CD8 T","CD8 T","CCL5","CCL5","CXCR3","CXCR3",0.967327579590536,0.198026220050948,0.582676899820742
"345","CD8 T","CD8 T","GNAS","GNAS","ADRB2","ADRB2",-0.238895900094056,0.0419409680811206,-0.0984774660064677
"346","CD8 T","CD8 T","MIF","MIF","CXCR4","CXCR4",-0.0665274641998093,0.4206796463391,0.177076091069645
"347","CD8 T","CD8 T","MIF","MIF","CD74","CD74",-0.0665274641998093,-0.461918525804103,-0.264222995001956
"348","CD8 T","CD8 T","GRN","GRN","TNFRSF1A","TNFRSF1A",-0.194351003315368,0.0485399418117062,-0.0729055307518311
"349","CD8 T","CD8 T","GNAS","GNAS","PTGDR","PTGDR",-0.238895900094056,-0.221628033351983,-0.23026196672302
"350","CD8 T","CD8 T","CD2","CD2","CD48","CD48",0.781937018348528,0.171184840663691,0.476560929506109
"351","CD8 T","CD8 T","CD48","CD48","CD2","CD2",0.171184840663691,0.781937018348528,0.476560929506109
"352","CD8 T","CD8 T","LGALS1","LGALS1","CD69","CD69",-0.29917078648646,-0.366174133746663,-0.332672460116561
"353","CD8 T","CD8 T","CD160","CD160","TNFRSF14","TNFRSF14",0.230473667400483,-0.26523614161139,-0.0173812371054537
"354","CD8 T","CD8 T","TNFRSF14","TNFRSF14","CD160","CD160",-0.26523614161139,0.230473667400483,-0.0173812371054537
"355","CD8 T","CD8 T","CD47","CD47","SIRPG","SIRPG",-0.307252683792041,0.361359839286474,0.0270535777472164
"356","CD8 T","CD8 T","SIRPG","SIRPG","CD47","CD47",0.361359839286474,-0.307252683792041,0.0270535777472164
"357","CD8 T","CD8 T","LGALS3","LGALS3","LAG3","LAG3",0.320228337520503,0.849096714223165,0.584662525871834
"358","CD8 T","CD8 T","GRN","GRN","TNFRSF1B","TNFRSF1B",-0.194351003315368,0.182395427715461,-0.00597778779995377
"359","CD8 T","CD8 T","ICAM3","ICAM3","ITGAL","ITGAL",-0.0513798710404622,0.159163816281881,0.0538919726207092
"360","CD8 T","CD8 T","ICAM3","ICAM3","ITGB2","ITGB2",-0.0513798710404622,-0.205297672038008,-0.128338771539235
"361","CD8 T","CD8 T","LGALS1","LGALS1","ITGB1","ITGB1",-0.29917078648646,0.0858231534216422,-0.106673816532409
"362","CD8 T","CD8 T","LGALS1","LGALS1","PTPRC","PTPRC",-0.29917078648646,0.204434981579088,-0.0473679024536857
"363","CD8 T","CD8 T","TIMP1","TIMP1","CD63","CD63",0.176962889258919,-0.435708082155288,-0.129372596448185
"364","CD8 T","CD8 T","SELPLG","SELPLG","SELL","SELL",-0.00494629614080205,-0.581208975912435,-0.293077636026619
"365","CD8 T","CD8 T","HLA-E","HLA-E","KLRD1","KLRD1",0.0269547584743348,-0.217562727603903,-0.0953039845647841
"366","CD8 T","CD8 T","HLA-E","HLA-E","KLRC1","KLRC1",0.0269547584743348,-0.0699349036600929,-0.0214900725928791
"367","CD8 T","CD8 T","LTB","LTB","TNFRSF1A","TNFRSF1A",0.0188026846874971,0.0485399418117062,0.0336713132496017
"368","CD8 T","CD8 T","KLRB1","KLRB1","CLEC2D","CLEC2D",0.350990887115739,0.0658005602051796,0.208395723660459
"369","CD8 T","CD8 T","CLEC2D","CLEC2D","KLRB1","KLRB1",0.0658005602051796,0.350990887115739,0.208395723660459
"370","CD8 T","CD8 T","HLA-B","HLA-B","CANX","CANX",-0.010147026019339,-0.0575347717461879,-0.0338408988827635
"371","CD8 T","CD8 T","B2M","B2M","HLA-F","HLA-F",0.0236154021853188,0.0188815881519753,0.021248495168647
"372","CD8 T","CD8 T","LRPAP1","LRPAP1","SORL1","SORL1",0.0529680224851091,0.164936958420999,0.108952490453054
"373","CD8 T","CD8 T","HLA-A","HLA-A","APLP2","APLP2",0.0519604140290837,-0.0968447850600281,-0.0224421855154722
"374","CD8 T","CD8 T","ICAM2","ICAM2","ITGAL","ITGAL",-0.111768845695783,0.159163816281881,0.0236974852930489
"375","CD8 T","CD8 T","CD59","CD59","CD2","CD2",0.140523766423404,0.781937018348528,0.461230392385966
"376","CD8 T","CD8 T","HLA-B","HLA-B","KLRD1","KLRD1",-0.010147026019339,-0.217562727603903,-0.113854876811621
"377","CD8 T","CD8 T","ICAM2","ICAM2","ITGB2","ITGB2",-0.111768845695783,-0.205297672038008,-0.158533258866895
"378","CD8 T","CD8 T","VIM","VIM","CD44","CD44",0.371178619646613,0.368845072863553,0.370011846255083
"379","CD8 T","CD8 T","CD99","CD99","PILRB","PILRB",0.103114068735549,0.20415780196722,0.153635935351384
