"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.scaled","receptor.scaled","weight_sc"
"211","NK","NK","LYZ","LYZ","ITGAL","ITGAL",-0.166994170636818,0.144412410890431,-0.0112908798731937
"212","NK","NK","TNFSF12","TNFSF12","TNFRSF25","TNFRSF25",0.0311130538321243,0.132460105567676,0.0817865796999001
"213","NK","NK","GNAI2","GNAI2","S1PR5","S1PR5",0.179714828687139,0.462310667845941,0.32101274826654
"214","NK","NK","GNAI2","GNAI2","CXCR3","CXCR3",0.179714828687139,0.0379110844817353,0.108812956584437
"215","NK","NK","GNAI2","GNAI2","ADCY7","ADCY7",0.179714828687139,0.339740675733056,0.259727752210097
"216","NK","NK","PKM","PKM","CD44","CD44",-0.185671469607418,-0.311693946272449,-0.248682707939933
"217","NK","NK","CALM1","CALM1","PTPRA","PTPRA",0.526744519413706,0.00414760997499959,0.265446064694353
"218","NK","NK","GNAS","GNAS","ADCY7","ADCY7",0.0878898262212688,0.339740675733056,0.213815250977162
"219","NK","NK","HLA-C","HLA-C","CD3G","CD3G",0.820233658651436,-0.106672875178342,0.356780391736547
"220","NK","NK","HLA-E","HLA-E","KLRD1","KLRD1",0.332652105384407,0.830116326659573,0.58138421602199
"221","NK","NK","HLA-E","HLA-E","KLRC1","KLRC1",0.332652105384407,0.494168965949764,0.413410535667085
"222","NK","NK","HLA-A","HLA-A","CD3G","CD3G",0.510329205732673,-0.106672875178342,0.201828165277166
"223","NK","NK","HLA-B","HLA-B","CD3G","CD3G",0.744747583195492,-0.106672875178342,0.319037354008575
"224","NK","NK","ICAM2","ICAM2","ITGAM","ITGAM",-0.00952833936825393,0.227952023170098,0.109211841900922
"225","NK","NK","FASLG","FASLG","TNFRSF1A","TNFRSF1A",0.412572643217306,0.340206550369779,0.376389596793542
"226","NK","NK","LTB","LTB","TNFRSF1A","TNFRSF1A",-0.73598210743712,0.340206550369779,-0.19788777853367
"227","NK","NK","CALM2","CALM2","SELL","SELL",-0.373830771468973,0.485921788274762,0.0560455084028947
"228","NK","NK","CALM1","CALM1","SELL","SELL",0.526744519413706,0.485921788274762,0.506333153844234
"229","NK","NK","CALM3","CALM3","SELL","SELL",0.157886963401025,0.485921788274762,0.321904375837894
"230","NK","NK","GNAI2","GNAI2","S1PR4","S1PR4",0.179714828687139,-0.0150542877297057,0.0823302704787166
"231","NK","NK","HLA-B","HLA-B","CANX","CANX",0.744747583195492,0.0901984163971247,0.417472999796308
"232","NK","NK","CALR","CALR","HLA-F","HLA-F",0.436485322626465,-0.0467874563289466,0.194848933148759
"233","NK","NK","B2M","B2M","HLA-F","HLA-F",0.728883142873204,-0.0467874563289466,0.341047843272129
"234","NK","NK","LRPAP1","LRPAP1","SORL1","SORL1",0.0635921117032678,0.0582295909677922,0.06091085133553
"235","NK","NK","HLA-A","HLA-A","APLP2","APLP2",0.510329205732673,0.0162858664516183,0.263307536092146
"236","NK","NK","NUCB2","NUCB2","ERAP1","ERAP1",0.0658369504882235,0.282299022593152,0.174067986540688
"237","NK","NK","B2M","B2M","CD3D","CD3D",0.728883142873204,-0.523113482218249,0.102884830327477
"238","NK","NK","HLA-A","HLA-A","CD3D","CD3D",0.510329205732673,-0.523113482218249,-0.00639213824278784
"239","NK","NK","HLA-C","HLA-C","CD3D","CD3D",0.820233658651436,-0.523113482218249,0.148560088216594
"240","NK","NK","HLA-B","HLA-B","CD3D","CD3D",0.744747583195492,-0.523113482218249,0.110817050488621
